drug1_id,drug2_id,drug1_name,drug2_name,interaction_type
DB00422,DB09244,methylphenidate,pirlindole,hypertensive activities
DB00422,DB00805,methylphenidate,minaprine,hypertensive activities
DB00422,DB01367,methylphenidate,rasagiline,hypertensive activities
DB00422,DB01247,isocarboxazid,methylphenidate,hypertensive activities
DB00422,DB01171,methylphenidate,moclobemide,hypertensive activities
DB00422,DB01037,methylphenidate,selegiline,hypertensive activities
DB00422,DB00780,methylphenidate,phenelzine,hypertensive activities
DB00422,DB00752,methylphenidate,tranylcypromine,hypertensive activities
DB00422,DB13323,methylphenidate,trichloroethylene,hypertensive activities
DB00422,DB01028,methoxyflurane,methylphenidate,hypertensive activities
DB00422,DB06690,methylphenidate,nitrous oxide,hypertensive activities
DB00422,DB01236,methylphenidate,sevoflurane,hypertensive activities
DB00422,DB01189,desflurane,methylphenidate,hypertensive activities
DB00422,DB01159,halothane,methylphenidate,hypertensive activities
DB00422,DB00753,isoflurane,methylphenidate,hypertensive activities
DB00421,DB09084,benzydamine,spironolactone,antihypertensive activities
DB00421,DB13346,bufexamac,spironolactone,antihypertensive activities
DB00421,DB13167,alclofenac,spironolactone,antihypertensive activities
DB00421,DB13063,parthenolide,spironolactone,antihypertensive activities
DB00421,DB12598,nafamostat,spironolactone,antihypertensive activities
DB00421,DB11672,curcumin,spironolactone,antihypertensive activities
DB00421,DB09288,propacetamol,spironolactone,antihypertensive activities
DB00421,DB09218,clonixin,spironolactone,antihypertensive activities
DB00421,DB09216,spironolactone,tolfenamic acid,antihypertensive activities
DB00421,DB09212,loxoprofen,spironolactone,antihypertensive activities
DB00421,DB08991,epirizole,spironolactone,antihypertensive activities
DB00421,DB08984,etofenamate,spironolactone,antihypertensive activities
DB00421,DB08981,fenbufen,spironolactone,antihypertensive activities
DB00421,DB08976,floctafenine,spironolactone,antihypertensive activities
DB00421,DB08880,spironolactone,teriflunomide,antihypertensive activities
DB00421,DB08797,salicylamide,spironolactone,antihypertensive activities
DB00421,DB08439,parecoxib,spironolactone,antihypertensive activities
DB00421,DB07615,spironolactone,tranilast,antihypertensive activities
DB01013,DB08804,clobetasol propionate,nandrolone decanoate,fluid retaining activities
DB01013,DB06710,clobetasol propionate,methyltestosterone,fluid retaining activities
DB01013,DB06718,clobetasol propionate,stanozolol,fluid retaining activities
DB01013,DB06412,clobetasol propionate,oxymetholone,fluid retaining activities
DB01013,DB13946,clobetasol propionate,testosterone undecanoate,fluid retaining activities
DB01013,DB13944,clobetasol propionate,testosterone enanthate,fluid retaining activities
DB01013,DB13943,clobetasol propionate,testosterone cypionate,fluid retaining activities
DB01013,DB01406,clobetasol propionate,danazol,fluid retaining activities
DB01013,DB01420,clobetasol propionate,testosterone propionate,fluid retaining activities
DB01013,DB01185,clobetasol propionate,fluoxymesterone,fluid retaining activities
DB01013,DB09269,clobetasol propionate,phenylacetic acid,therapeutic efficacy
DB01013,DB03793,benzoic acid,clobetasol propionate,therapeutic efficacy
DB01013,DB08909,clobetasol propionate,glycerol phenylbutyrate,therapeutic efficacy
DB01013,DB06819,clobetasol propionate,phenylbutyric acid,therapeutic efficacy
DB00421,DB06739,seratrodast,spironolactone,antihypertensive activities
DB00421,DB06737,spironolactone,zaltoprofen,antihypertensive activities
DB00421,DB06736,aceclofenac,spironolactone,antihypertensive activities
DB00421,DB06725,lornoxicam,spironolactone,antihypertensive activities
DB00421,DB06196,icatibant,spironolactone,antihypertensive activities
DB00421,DB05676,apremilast,spironolactone,antihypertensive activities
DB00421,DB04951,pirfenidone,spironolactone,antihypertensive activities
DB00421,DB04817,metamizole,spironolactone,antihypertensive activities
DB00421,DB04743,nimesulide,spironolactone,antihypertensive activities
DB00421,DB04552,niflumic acid,spironolactone,antihypertensive activities
DB00421,DB03585,oxyphenbutazone,spironolactone,antihypertensive activities
DB00421,DB02709,resveratrol,spironolactone,antihypertensive activities
DB00421,DB01628,etoricoxib,spironolactone,antihypertensive activities
DB00421,DB01600,spironolactone,tiaprofenic acid,antihypertensive activities
DB00421,DB01435,antipyrine,spironolactone,antihypertensive activities
DB00421,DB01401,choline magnesium trisalicylate,spironolactone,antihypertensive activities
DB01013,DB09067,clobetasol propionate,corticorelin ovine triflutate,therapeutic efficacy
DB01013,DB09063,ceritinib,clobetasol propionate,hyperglycemic activities
DB00421,DB01399,salsalate,spironolactone,antihypertensive activities
DB00421,DB01397,magnesium salicylate,spironolactone,antihypertensive activities
DB00421,DB01283,lumiracoxib,spironolactone,antihypertensive activities
DB00421,DB01250,olsalazine,spironolactone,antihypertensive activities
DB00421,DB01097,leflunomide,spironolactone,antihypertensive activities
DB00421,DB01050,ibuprofen,spironolactone,antihypertensive activities
DB00421,DB01024,mycophenolic acid,spironolactone,antihypertensive activities
DB00421,DB01014,balsalazide,spironolactone,antihypertensive activities
DB00421,DB01009,ketoprofen,spironolactone,antihypertensive activities
DB00421,DB00991,oxaprozin,spironolactone,antihypertensive activities
DB00421,DB00972,azelastine,spironolactone,antihypertensive activities
DB00421,DB00945,acetylsalicylic acid,spironolactone,antihypertensive activities
DB00421,DB00939,meclofenamic acid,spironolactone,antihypertensive activities
DB00421,DB00936,salicylic acid,spironolactone,antihypertensive activities
DB00421,DB00870,spironolactone,suprofen,antihypertensive activities
DB00421,DB00861,diflunisal,spironolactone,antihypertensive activities
DB00421,DB00821,carprofen,spironolactone,antihypertensive activities
DB00421,DB00814,meloxicam,spironolactone,antihypertensive activities
DB00421,DB00812,phenylbutazone,spironolactone,antihypertensive activities
DB00421,DB00795,spironolactone,sulfasalazine,antihypertensive activities
DB00421,DB00788,naproxen,spironolactone,antihypertensive activities
DB00421,DB00784,mefenamic acid,spironolactone,antihypertensive activities
DB00421,DB00768,olopatadine,spironolactone,antihypertensive activities
DB00421,DB00749,etodolac,spironolactone,antihypertensive activities
DB00421,DB00744,spironolactone,zileuton,antihypertensive activities
DB00421,DB00735,naftifine,spironolactone,antihypertensive activities
DB00421,DB00688,mycophenolate mofetil,spironolactone,antihypertensive activities
DB00421,DB00608,chloroquine,spironolactone,antihypertensive activities
DB00421,DB00605,spironolactone,sulindac,antihypertensive activities
DB00421,DB00580,spironolactone,valdecoxib,antihypertensive activities
DB00421,DB00573,fenoprofen,spironolactone,antihypertensive activities
DB00421,DB00554,piroxicam,spironolactone,antihypertensive activities
DB00421,DB00533,rofecoxib,spironolactone,antihypertensive activities
DB00421,DB00500,spironolactone,tolmetin,antihypertensive activities
DB00421,DB00482,celecoxib,spironolactone,antihypertensive activities
DB00421,DB00469,spironolactone,tenoxicam,antihypertensive activities
DB00421,DB00461,nabumetone,spironolactone,antihypertensive activities
DB00421,DB06802,nepafenac,spironolactone,antihypertensive activities
DB00421,DB00963,bromfenac,spironolactone,antihypertensive activities
DB00421,DB00712,flurbiprofen,spironolactone,antihypertensive activities
DB00421,DB00586,diclofenac,spironolactone,antihypertensive activities
DB00421,DB00465,ketorolac,spironolactone,antihypertensive activities
DB00421,DB01396,digitoxin,spironolactone,therapeutic efficacy
DB00421,DB01092,ouabain,spironolactone,therapeutic efficacy
DB00421,DB01078,deslanoside,spironolactone,therapeutic efficacy
DB00421,DB00511,acetyldigitoxin,spironolactone,therapeutic efficacy
DB00421,DB05812,abiraterone,spironolactone,therapeutic efficacy
DB00421,DB06212,spironolactone,tolvaptan,hyperkalemic activities
DB01014,DB01021,balsalazide,trichlormethiazide,therapeutic efficacy
DB01014,DB01325,balsalazide,quinethazone,therapeutic efficacy
DB01014,DB02925,balsalazide,piretanide,therapeutic efficacy
DB01014,DB13615,balsalazide,mifamurtide,therapeutic efficacy
DB01014,DB06401,balsalazide,bazedoxifene,thrombogenic activities
DB01014,DB13956,balsalazide,estradiol valerate,thrombogenic activities
DB01014,DB13954,balsalazide,estradiol cypionate,thrombogenic activities
DB01014,DB13952,balsalazide,estradiol acetate,thrombogenic activities
DB01014,DB09070,balsalazide,tibolone,thrombogenic activities
DB01014,DB04573,balsalazide,estriol,thrombogenic activities
DB01014,DB04575,balsalazide,quinestrol,thrombogenic activities
DB01014,DB01357,balsalazide,mestranol,thrombogenic activities
DB00421,DB00734,risperidone,spironolactone,hypotensive activities
DB00421,DB00908,quinidine,spironolactone,therapeutic efficacy
DB00421,DB01235,levodopa,spironolactone,orthostatic hypotensive activities
DB00421,DB00476,duloxetine,spironolactone,orthostatic hypotensive activities
DB00421,DB01395,drospirenone,spironolactone,hyperkalemic activities
DB00421,DB08907,canagliflozin,spironolactone,hyperkalemic activities
DB00421,DB01355,hexobarbital,spironolactone,hypotensive activities
DB00421,DB01351,amobarbital,spironolactone,hypotensive activities
DB00421,DB01154,spironolactone,thiamylal,hypotensive activities
DB00421,DB00849,methylphenobarbital,spironolactone,hypotensive activities
DB00421,DB00599,spironolactone,thiopental,hypotensive activities
DB00421,DB01174,phenobarbital,spironolactone,hypotensive activities
DB00421,DB00794,primidone,spironolactone,hypotensive activities
DB00421,DB00474,methohexital,spironolactone,hypotensive activities
DB00421,DB00960,pindolol,spironolactone,vasoconstricting activities
DB00421,DB11587,etafedrine,spironolactone,vasoconstricting activities
DB01014,DB01155,balsalazide,gemifloxacin,neuroexcitatory activities
DB01014,DB01137,balsalazide,levofloxacin,neuroexcitatory activities
DB01014,DB01059,balsalazide,norfloxacin,neuroexcitatory activities
DB01014,DB01044,balsalazide,gatifloxacin,neuroexcitatory activities
DB01014,DB01175,balsalazide,escitalopram,antiplatelet activities
DB01014,DB01104,balsalazide,sertraline,antiplatelet activities
DB01014,DB08918,balsalazide,levomilnacipran,antiplatelet activities
DB01014,DB04896,balsalazide,milnacipran,antiplatelet activities
DB01014,DB06700,balsalazide,desvenlafaxine,antiplatelet activities
DB01014,DB01149,balsalazide,nefazodone,antiplatelet activities
DB01014,DB09026,aliskiren,balsalazide,antihypertensive activities
DB01014,DB01240,balsalazide,epoprostenol,therapeutic efficacy
DB01014,DB01160,balsalazide,dinoprost tromethamine,therapeutic efficacy
DB01014,DB01088,balsalazide,iloprost,therapeutic efficacy
DB01014,DB01046,balsalazide,lubiprostone,therapeutic efficacy
DB01014,DB12789,balsalazide,dinoprost,therapeutic efficacy
DB01014,DB08964,balsalazide,gemeprost,therapeutic efficacy
DB01014,DB13532,balsalazide,cyclopenthiazide,therapeutic efficacy
DB01014,DB01324,balsalazide,polythiazide,therapeutic efficacy
DB01014,DB01275,balsalazide,hydralazine,antihypertensive activities
DB01014,DB01395,balsalazide,drospirenone,hyperkalemic activities
DB01014,DB01165,balsalazide,ofloxacin,neuroexcitatory activities
DB01014,DB04576,balsalazide,fleroxacin,neuroexcitatory activities
DB01014,DB01208,balsalazide,sparfloxacin,neuroexcitatory activities
DB00421,DB06814,protokylol,spironolactone,vasoconstricting activities
DB00421,DB09273,doxofylline,spironolactone,vasoconstricting activities
DB00421,DB13139,levosalbutamol,spironolactone,vasoconstricting activities
DB00421,DB04846,celiprolol,spironolactone,vasoconstricting activities
DB00421,DB09082,spironolactone,vilanterol,vasoconstricting activities
DB00421,DB05039,indacaterol,spironolactone,vasoconstricting activities
DB00421,DB01408,bambuterol,spironolactone,vasoconstricting activities
DB00421,DB06764,spironolactone,tetryzoline,vasoconstricting activities
DB00421,DB06706,isometheptene,spironolactone,vasoconstricting activities
DB00421,DB01253,ergonovine,spironolactone,vasoconstricting activities
DB00421,DB01579,phendimetrazine,spironolactone,vasoconstricting activities
DB00421,DB01267,paliperidone,spironolactone,vasoconstricting activities
DB00421,DB09242,moxonidine,spironolactone,vasoconstricting activities
DB00421,DB01577,methamphetamine,spironolactone,vasoconstricting activities
DB00421,DB00714,apomorphine,spironolactone,vasoconstricting activities
DB00421,DB01200,bromocriptine,spironolactone,vasoconstricting activities
DB01014,DB11660,balsalazide,latanoprostene bunod,therapeutic efficacy
DB01014,DB09211,balsalazide,limaprost,therapeutic efficacy
DB01014,DB08819,balsalazide,tafluprost,therapeutic efficacy
DB01014,DB06826,balsalazide,unoprostone,therapeutic efficacy
DB00421,DB01186,pergolide,spironolactone,vasoconstricting activities
DB00421,DB06694,spironolactone,xylometazoline,vasoconstricting activities
DB00421,DB00865,benzphetamine,spironolactone,vasoconstricting activities
DB00421,DB11278,dl-methylephedrine,spironolactone,vasoconstricting activities
DB00421,DB00751,epinastine,spironolactone,vasoconstricting activities
DB00421,DB12313,dopexamine,spironolactone,vasoconstricting activities
DB00421,DB11738,rilmenidine,spironolactone,vasoconstricting activities
DB00421,DB09080,olodaterol,spironolactone,vasoconstricting activities
DB00421,DB08957,hexoprenaline,spironolactone,vasoconstricting activities
DB00421,DB08941,isoxsuprine,spironolactone,vasoconstricting activities
DB00421,DB08893,mirabegron,spironolactone,vasoconstricting activities
DB00421,DB06711,naphazoline,spironolactone,vasoconstricting activities
DB00421,DB06152,nylidrin,spironolactone,vasoconstricting activities
DB00421,DB04948,lofexidine,spironolactone,vasoconstricting activities
DB00421,DB04861,nebivolol,spironolactone,vasoconstricting activities
DB00421,DB01407,clenbuterol,spironolactone,vasoconstricting activities
DB00421,DB01366,procaterol,spironolactone,vasoconstricting activities
DB00421,DB01365,mephentermine,spironolactone,vasoconstricting activities
DB00421,DB01291,pirbuterol,spironolactone,vasoconstricting activities
DB00421,DB01288,fenoterol,spironolactone,vasoconstricting activities
DB00421,DB01274,arformoterol,spironolactone,vasoconstricting activities
DB00421,DB01102,arbutamine,spironolactone,vasoconstricting activities
DB00421,DB01064,isoprenaline,spironolactone,vasoconstricting activities
DB00421,DB01018,guanfacine,spironolactone,vasoconstricting activities
